"Time","State","Local","Remote","OwningPid","ProcessName"
"2026-04-05T23:45:15.7970315+08:00","Established","127.0.0.1:1561","127.0.0.1:1562","3256","NVDisplay.Container"
"2026-04-05T23:45:15.7970315+08:00","Established","127.0.0.1:1562","127.0.0.1:1561","3256","NVDisplay.Container"
"2026-04-05T23:45:15.7345444+08:00","Listen","127.0.0.1:5284","0.0.0.0:0","3356","AndrowsSvr"
"2026-04-05T23:45:15.8445919+08:00","Established","127.0.0.1:1206","127.0.0.1:20123","4288","msedgewebview2"
"2026-04-05T23:45:15.7501561+08:00","Established","127.0.0.1:3775","127.0.0.1:20123","4288","msedgewebview2"
"2026-04-05T23:45:15.6876561+08:00","Established","127.0.0.1:8471","127.0.0.1:20123","4288","msedgewebview2"
"2026-04-05T23:45:15.8445919+08:00","Established","127.0.0.1:1547","127.0.0.1:5354","6432","AppleMobileDeviceService"
"2026-04-05T23:45:15.8394976+08:00","Established","127.0.0.1:1550","127.0.0.1:5354","6432","AppleMobileDeviceService"
"2026-04-05T23:45:15.0934958+08:00","Listen","127.0.0.1:27015","0.0.0.0:0","6432","AppleMobileDeviceService"
"2026-04-05T23:45:15.7345444+08:00","Listen","127.0.0.1:5354","0.0.0.0:0","6512","mDNSResponder"
"2026-04-05T23:45:15.7189054+08:00","Established","127.0.0.1:5354","127.0.0.1:1547","6512","mDNSResponder"
"2026-04-05T23:45:15.7189054+08:00","Established","127.0.0.1:5354","127.0.0.1:1550","6512","mDNSResponder"
"2026-04-05T23:45:15.0010018+08:00","Listen",":::13688",":::0","6556","GCUBridge"
"2026-04-05T23:45:15.2185914+08:00","Listen","0.0.0.0:13688","0.0.0.0:0","6556","GCUBridge"
"2026-04-05T23:45:15.1873236+08:00","Established","127.0.0.1:13688","127.0.0.1:1801","6556","GCUBridge"
"2026-04-05T23:45:15.2029652+08:00","Established","127.0.0.1:13688","127.0.0.1:2651","6556","GCUBridge"
"2026-04-05T23:45:15.2029652+08:00","Established","127.0.0.1:13688","127.0.0.1:8492","6556","GCUBridge"
"2026-04-05T23:45:15.2029652+08:00","Established","127.0.0.1:13688","127.0.0.1:9673","6556","GCUBridge"
"2026-04-05T23:45:15.1863234+08:00","Listen","127.0.0.1:20122","0.0.0.0:0","6612","sing-box"
"2026-04-05T23:45:15.1403597+08:00","Established","127.0.0.1:20122","127.0.0.1:11625","6612","sing-box"
"2026-04-05T23:45:15.1403597+08:00","Established","127.0.0.1:20122","127.0.0.1:12215","6612","sing-box"
"2026-04-05T23:45:15.1247374+08:00","Established","127.0.0.1:20122","127.0.0.1:12824","6612","sing-box"
"2026-04-05T23:45:15.1247374+08:00","Established","127.0.0.1:20122","127.0.0.1:13223","6612","sing-box"
"2026-04-05T23:45:15.1813236+08:00","Established","127.0.0.1:20122","127.0.0.1:2647","6612","sing-box"
"2026-04-05T23:45:15.1091103+08:00","Established","127.0.0.1:20122","127.0.0.1:4962","6612","sing-box"
"2026-04-05T23:45:15.1773258+08:00","Established","127.0.0.1:20122","127.0.0.1:5248","6612","sing-box"
"2026-04-05T23:45:15.1733037+08:00","Established","127.0.0.1:20122","127.0.0.1:5504","6612","sing-box"
"2026-04-05T23:45:15.1681942+08:00","Established","127.0.0.1:20122","127.0.0.1:7195","6612","sing-box"
"2026-04-05T23:45:15.1641867+08:00","Established","127.0.0.1:20122","127.0.0.1:9423","6612","sing-box"
"2026-04-05T23:45:15.1601874+08:00","Established","127.0.0.1:20122","127.0.0.1:9668","6612","sing-box"
"2026-04-05T23:45:15.1091103+08:00","Listen","127.0.0.1:20123","0.0.0.0:0","6612","sing-box"
"2026-04-05T23:45:15.1091103+08:00","Established","127.0.0.1:20123","127.0.0.1:1206","6612","sing-box"
"2026-04-05T23:45:15.1091103+08:00","Established","127.0.0.1:20123","127.0.0.1:3775","6612","sing-box"
"2026-04-05T23:45:15.0934958+08:00","Established","127.0.0.1:20123","127.0.0.1:8471","6612","sing-box"
